0	208365-726	0	79	-1	1001705at2759_100787_1:004157|ctg000000_P|-|220|1.817e-58|1|207640|208365|208365[208365]:207640[207640]:726[726]
0	767208+1332	0	1486	1	937275at2759_1294385_1:00049a|ctg000000_P|+|890|3.708e-260|1|767208|768539|767208[767208]:768539[768539]:1332[1332]
0	164502-591	0	10954	-1	1488235at2759_1294385_1:00049d|ctg000000_P|-|407|9.261e-115|1|163912|164502|164502[164502]:163912[163912]:591[591]
0	1108393+1380	0	13189	1	1259741at2759_29833_1:0004ac|ctg000000_P|+|138|8.785e-34|1|1108393|1109772|1108393[1108393]:1109772[1109772]:1380[1380]
0	168169+1368	0	15192	1	768809at2759_4909_1:001046|ctg000000_P|+|336|2.187e-93|1|168169|169536|168169[168169]:169536[169536]:1368[1368]
0	1280187+1170	0	15956	1	355408at2759_5786_1:0001c8|ctg000000_P|+|66|4.149e-12|1|1280187|1281356|1280187[1280187]:1281356[1281356]:1170[1170]
0	1414245-816	0	16099	-1	1312453at2759_5949_1:0013e0|ctg000000_P|-|90|2.473e-19|1|1413430|1414245|1414245[1414245]:1413430[1413430]:816[816]
0	1375512+963	0	16099	1	1312453at2759_5949_1:0013e0|ctg000000_P|+|83|3.165e-17|1|1375512|1376474|1375512[1375512]:1376474[1376474]:963[963]
0	865239+2136	0	20422	1	369837at2759_1294385_1:0004aa|ctg000000_P|+|1432|0|1|865239|867374|865239[865239]:867374[867374]:2136[2136]
0	493697-561	0	21128	-1	1380409at2759_142615_0:0017d8|ctg000000_P|-|42|6.96e-05|1|493137|493697|493697[493697]:493137[493137]:561[561]
0	238319-876	0	25468	-1	83779at2759_58331_0:0065aa|ctg000000_P|-|221|9.083e-59|1|237444|238319|238319[238319]:237444[237444]:876[876]
0	285618-582	0	29890	-1	1626636at2759_1294385_1:0004da|ctg000000_P|-|382|3.108e-107|1|285037|285618|285618[285618]:285037[285037]:582[582]
0	198608-3588	0	33388	-1	866359at2759_412133_1:00bd25|ctg000000_P|-|398|4.742e-112|1|195021|198608|198608[198608]:195021[195021]:3588[3588]
0	714203-150	0	33620	-1	1079827at2759_43151_0:00269f|ctg000000_P|-|61|1.328e-10|1|714054|714203|714203[714203]:714054[714054]:150[150]
0	854521+3390	0	33868	1	320059at2759_4565_0:016428|ctg000000_P|+|108|9.433e-25|1|854521|857910|854521[854521]:857910[857910]:3390[3390]
0	1065580+1926	0	39358	1	946128at2759_1294385_1:0004f5|ctg000000_P|+|1247|0|1|1065580|1067505|1065580[1065580]:1067505[1067505]:1926[1926]
0	281694-849	0	42253	-1	39650at2759_36646_1:000574|ctg000000_P|-|173|2.557e-44|1|280846|281694|281694[281694]:280846[280846]:849[849]
0	1392884+771	0	42253	1	39650at2759_36646_1:000574|ctg000000_P|+|170|2.045e-43|1|1392884|1393654|1392884[1392884]:1393654[1393654]:771[771]
0	45456+663	0	42381	1	1107630at2759_3750_0:008edc|ctg000000_P|+|171|1.023e-43|1|45456|46118|45456[45456]:46118[46118]:663[663]
0	125211-885	0	48182	-1	671536at2759_1144522_1:000771|ctg000000_P|-|264|1.033e-71|1|124327|125211|125211[125211]:124327[124327]:885[885]
0	1039329-636	0	48826	-1	1178688at2759_1294385_1:000510|ctg000000_P|-|407|9.261e-115|1|1038694|1039329|1039329[1039329]:1038694[1038694]:636[636]
0	1242701+519	0	52217	1	674169at2759_407821_0:003211|ctg000000_P|+|148|8.579e-37|1|1242701|1243219|1242701[1242701]:1243219[1243219]:519[519]
0	503221-438	0	56442	-1	1014314at2759_9402_0:0008c2|ctg000000_P|-|46|4.35e-06|1|502784|503221|503221[503221]:502784[502784]:438[438]
0	1411361+882	0	58294	1	1434266at2759_1294385_1:000512|ctg000000_P|+|593|9.443e-171|1|1411361|1412242|1411361[1411361]:1412242[1412242]:882[882]
