#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ctg000008_P:520917-522191 -            425 1010730at2759        -            275    7e-115  378.5   1.3   1   2  9.5e-117  1.3e-114  377.6   0.3     1   267     2   294     2   303 0.90 -
ctg000008_P:520917-522191 -            425 1010730at2759        -            275    7e-115  378.5   1.3   2   2      0.24        32   -0.9   0.0   253   275   311   333   308   333 0.89 -
ctg000002_P:536363-537199 -            279 1010730at2759        -            275   6.8e-13   43.9   1.3   1   2      0.23        30   -0.8   0.0    80   101     7    28     1    35 0.72 -
ctg000002_P:536363-537199 -            279 1010730at2759        -            275   6.8e-13   43.9   1.3   2   2   1.1e-14   1.4e-12   42.9   0.6   133   255    90   225    46   230 0.77 -
ctg000014_P:130261-131019 -            253 1010730at2759        -            275   0.00029   15.7   0.1   1   1   3.3e-06   0.00044   15.0   0.1   182   227   100   148    69   156 0.84 -
ctg000005_P:656850-657746 -            299 1010730at2759        -            275   0.00057   14.7   0.3   1   2   8.6e-06    0.0011   13.7   0.1   181   222   110   151    40   165 0.72 -
ctg000005_P:656850-657746 -            299 1010730at2759        -            275   0.00057   14.7   0.3   2   2      0.72        96   -2.5   0.0   155   187   244   276   232   286 0.77 -
ctg000003_P:91880-92605   -            242 1010730at2759        -            275    0.0032   12.2   0.0   1   1   4.1e-05    0.0055   11.5   0.0   186   225   104   143    76   163 0.86 -
ctg000012_P:213273-214082 -            270 1010730at2759        -            275    0.0039   11.9   0.0   1   1   4.1e-05    0.0055   11.4   0.0   182   225   101   144    52   152 0.81 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/eukaryota_odb10/hmms/1010730at2759.hmm
# Target file:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas
# Option settings: hmmsearch --domtblout /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/auto_lineage/run_eukaryota_odb10/hmmer_output/initial_run_results/1010730at2759.out --cpu 1 /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/eukaryota_odb10/hmms/1010730at2759.hmm /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas 
# Current dir:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass
# Date:            Fri Feb 24 11:50:16 2023
# [ok]
