#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ctg000022_P:214498-216147 -            550 7237at4891           -            456  2.6e-249  824.5  12.2   1   1  1.5e-250  4.5e-248  820.5  12.2     2   456     6   526     5   526 0.91 -
ctg000107_P:361471-363051 -            527 7237at4891           -            456   3.1e-73  244.1  12.7   1   1     2e-73   5.9e-71  236.6  12.7    23   454    20   515     7   517 0.80 -
ctg000000_P:867753-869420 -            556 7237at4891           -            456   1.3e-69  232.2  17.0   1   2   6.7e-69     2e-66  221.7  13.3    23   430    24   487    10   497 0.82 -
ctg000000_P:867753-869420 -            556 7237at4891           -            456   1.3e-69  232.2  17.0   2   2   9.8e-05     0.029   10.2   0.1   425   454   513   542   481   544 0.77 -
ctg000022_P:414178-415785 -            536 7237at4891           -            456   9.1e-68  226.1   7.4   1   1     4e-68   1.2e-65  219.1   7.4     6   454     7   529     3   531 0.77 -
ctg000000_P:200434-202017 -            528 7237at4891           -            456   1.2e-58  196.0  13.1   1   1   1.2e-59   3.6e-57  191.2  13.1    24   419    23   471     7   525 0.77 -
ctg000022_P:574490-576148 -            553 7237at4891           -            456   1.2e-58  196.0   5.8   1   1     2e-59   5.8e-57  190.5   5.8     4   418    19   490    16   548 0.82 -
ctg000022_P:426586-428289 -            568 7237at4891           -            456   2.5e-49  165.3   7.6   1   2   1.8e-49   5.4e-47  157.6   2.6     4   437     9   495     6   502 0.79 -
ctg000022_P:426586-428289 -            568 7237at4891           -            456   2.5e-49  165.3   7.6   2   2    0.0033      0.99    5.1   0.2   424   454   515   545   497   547 0.85 -
ctg000000_P:816936-818573 -            546 7237at4891           -            456   1.6e-39  133.0   2.6   1   2   1.5e-40   4.5e-38  128.2   2.4    24   416    21   472     8   480 0.79 -
ctg000000_P:816936-818573 -            546 7237at4891           -            456   1.6e-39  133.0   2.6   2   2      0.48   1.4e+02   -2.0   0.0   424   454   504   534   489   536 0.84 -
ctg000013_P:79301-85669   -           2123 7237at4891           -            456   7.7e-10   35.2   0.0   1   1   4.2e-12   1.2e-09   34.5   0.0   153   343   679   876   618   910 0.74 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/saccharomycetes_odb10/hmms/7237at4891.hmm
# Target file:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas
# Option settings: hmmsearch --domtblout /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/run_saccharomycetes_odb10/hmmer_output/initial_run_results/7237at4891.out --cpu 1 /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/saccharomycetes_odb10/hmms/7237at4891.hmm /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas 
# Current dir:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass
# Date:            Fri Feb 24 14:29:30 2023
# [ok]
