#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ctg000022_P:81581-82984     -            468 30572at4891          -            308     1e-78  261.7  10.1   1   3   2.7e-13   3.3e-11   40.0   0.0     9    68    10    87     3    97 0.73 -
ctg000022_P:81581-82984     -            468 30572at4891          -            308     1e-78  261.7  10.1   2   3   2.1e-51   2.6e-49  165.2   1.1    63   213   123   308   120   314 0.83 -
ctg000022_P:81581-82984     -            468 30572at4891          -            308     1e-78  261.7  10.1   3   3   1.6e-19   1.9e-17   60.5   0.6   213   302   343   449   339   454 0.79 -
ctg000008_P:690307-691308   -            334 30572at4891          -            308   1.2e-08   31.6   0.0   1   1   1.4e-10   1.7e-08   31.1   0.0    32   205    37   215    30   253 0.71 -
ctg000003_P:882460-884790   -            777 30572at4891          -            308   1.5e-08   31.3   0.0   1   2   2.7e-06   0.00033   17.0   0.0    45   112   283   352   276   357 0.68 -
ctg000003_P:882460-884790   -            777 30572at4891          -            308   1.5e-08   31.3   0.0   2   2   0.00011     0.014   11.7   0.0    44   111   553   622   531   641 0.78 -
ctg000000_P:236598-239102   -            835 30572at4891          -            308   2.1e-08   30.8   0.0   1   2    0.0002     0.024   10.9   0.0    25   116   232   325   221   336 0.66 -
ctg000000_P:236598-239102   -            835 30572at4891          -            308   2.1e-08   30.8   0.0   2   2     2e-06   0.00024   17.5   0.0    45   113   525   595   514   602 0.75 -
ctg000010_P:333325-387823   -            540 30572at4891          -            308   5.3e-08   29.5   0.0   1   2   5.4e-06   0.00066   16.0   0.0    46   115    40   111    30   114 0.73 -
ctg000010_P:333325-387823   -            540 30572at4891          -            308   5.3e-08   29.5   0.0   2   2   0.00019     0.023   11.0   0.0    45   111   325   393   314   398 0.63 -
ctg000001_P:562554-563639   -            362 30572at4891          -            308     1e-07   28.5   0.0   1   1   2.6e-09   3.2e-07   26.9   0.0    45   147   130   249   123   301 0.68 -
ctg000003_P:56301-58784     -            828 30572at4891          -            308     8e-07   25.6   0.0   1   2   0.00072     0.087    9.1   0.0    45   113   243   313   231   318 0.68 -
ctg000003_P:56301-58784     -            828 30572at4891          -            308     8e-07   25.6   0.0   2   2   2.2e-05    0.0027   14.0   0.0    45   118   571   646   553   658 0.75 -
ctg000000_P:1242197-1243480 -            428 30572at4891          -            308   0.00012   18.5   0.0   1   1   1.6e-06    0.0002   17.8   0.0    45   114   210   281   189   286 0.74 -
ctg000010_P:39416-41008     -            531 30572at4891          -            308   0.00023   17.5   0.1   1   1   3.2e-06   0.00039   16.8   0.1     7    68    52   111    48   148 0.61 -
ctg000005_P:524785-525759   -            325 30572at4891          -            308   0.00024   17.5   0.0   1   1   3.3e-06    0.0004   16.7   0.0    45   114    80   151    67   157 0.73 -
ctg000001_P:694627-695838   -            404 30572at4891          -            308   0.00033   17.0   0.0   1   1   9.6e-06    0.0012   15.2   0.0    24   113   164   255   150   358 0.61 -
ctg000007_P:416868-419138   -            757 30572at4891          -            308   0.00058   16.2   0.7   1   3    0.0016       0.2    7.9   0.2    42    64   275   297   264   361 0.49 -
ctg000007_P:416868-419138   -            757 30572at4891          -            308   0.00058   16.2   0.7   2   3       3.3     4e+02   -3.0   0.0   126   144   386   404   367   437 0.81 -
ctg000007_P:416868-419138   -            757 30572at4891          -            308   0.00058   16.2   0.7   3   3    0.0093       1.1    5.4   0.0    42    61   558   577   534   630 0.88 -
ctg000022_P:586195-587250   -            352 30572at4891          -            308    0.0012   15.2   0.1   1   2   4.3e-05    0.0053   13.1   0.0    44   120    61   155    44   171 0.68 -
ctg000022_P:586195-587250   -            352 30572at4891          -            308    0.0012   15.2   0.1   2   2       2.5     3e+02   -2.6   0.0   245   262   297   314   263   321 0.71 -
ctg000002_P:278222-279532   -            437 30572at4891          -            308    0.0041   13.4   0.0   1   1     7e-05    0.0085   12.4   0.0    42   110   216   286   188   292 0.73 -
ctg000008_P:755130-757982   -            951 30572at4891          -            308    0.0042   13.4   0.0   1   1    0.0001     0.012   11.8   0.0    45   112   690   759   678   764 0.72 -
ctg000007_P:217605-218147   -            181 30572at4891          -            308    0.0051   13.1   0.0   1   2    0.0001     0.013   11.8   0.0    43    62     7    26     2    34 0.82 -
ctg000007_P:217605-218147   -            181 30572at4891          -            308    0.0051   13.1   0.0   2   2       2.6   3.1e+02   -2.6   0.0    92   111    82   102    44   108 0.54 -
ctg000005_P:60864-62174     -            437 30572at4891          -            308    0.0053   13.0   0.0   1   1   7.6e-05    0.0093   12.3   0.0    44   112   169   239   162   244 0.70 -
ctg000005_P:330051-332291   -            747 30572at4891          -            308    0.0055   13.0   0.0   1   1   0.00014     0.017   11.4   0.0    40   113   313   388   302   436 0.67 -
ctg000002_P:540084-541391   -            436 30572at4891          -            308    0.0086   12.4   0.0   1   1   0.00014     0.017   11.4   0.0    46   113   222   291   203   295 0.68 -
ctg000010_P:386846-388405   -            520 30572at4891          -            308     0.012   11.9   0.0   1   1   0.00018     0.021   11.1   0.0    45   111   111   179   100   184 0.63 -
ctg000009_P:181359-182759   -            467 30572at4891          -            308     0.015   11.6   0.0   1   1   0.00019     0.024   10.9   0.0    45   110   247   314   242   318 0.66 -
ctg000000_P:1205706-1207064 -            453 30572at4891          -            308     0.016   11.5   0.0   1   1   0.00023     0.027   10.7   0.0    46   138   269   354   265   358 0.81 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/saccharomycetes_odb10/hmms/30572at4891.hmm
# Target file:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas
# Option settings: hmmsearch --domtblout /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/run_saccharomycetes_odb10/hmmer_output/initial_run_results/30572at4891.out --cpu 1 /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/saccharomycetes_odb10/hmms/30572at4891.hmm /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas 
# Current dir:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass
# Date:            Fri Feb 24 14:25:38 2023
# [ok]
