#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ctg000008_P:393883-395133 -            417 28663at4891          -            164   8.5e-36  120.3   6.8   1   4   6.7e-06    0.0036   14.2   0.6     2    22    25    45    24   109 0.80 -
ctg000008_P:393883-395133 -            417 28663at4891          -            164   8.5e-36  120.3   6.8   2   4   3.8e-28   2.1e-25   86.6   0.0    43   122   139   231   126   239 0.82 -
ctg000008_P:393883-395133 -            417 28663at4891          -            164   8.5e-36  120.3   6.8   3   4       0.1        53    0.7   0.0   127   140   350   363   343   371 0.84 -
ctg000008_P:393883-395133 -            417 28663at4891          -            164   8.5e-36  120.3   6.8   4   4   1.3e-06   0.00071   16.5   0.0   133   164   383   414   372   414 0.90 -
ctg000013_P:60631-62283   -            551 28663at4891          -            164   2.4e-05   21.3   0.0   1   1   8.4e-08   4.5e-05   20.4   0.0    27    94   230   301   219   333 0.69 -
ctg000107_P:40280-41341   -            354 28663at4891          -            164    0.0021   15.0   0.0   1   2     1e-05    0.0056   13.6   0.0    66   107   101   145    72   152 0.73 -
ctg000107_P:40280-41341   -            354 28663at4891          -            164    0.0021   15.0   0.0   2   2       1.7   9.2e+02   -3.4   0.0    61    79   211   229   207   234 0.80 -
ctg000007_P:53704-56136   -            811 28663at4891          -            164    0.0055   13.6   0.1   1   3       2.4   1.3e+03   -3.8   0.0    19    35   359   375   352   385 0.61 -
ctg000007_P:53704-56136   -            811 28663at4891          -            164    0.0055   13.6   0.1   2   3      0.56     3e+02   -1.8   0.0    67    92   473   498   458   503 0.80 -
ctg000007_P:53704-56136   -            811 28663at4891          -            164    0.0055   13.6   0.1   3   3   6.8e-05     0.036   11.0   0.0    68    97   721   750   696   787 0.69 -
ctg000008_P:202239-203036 -            266 28663at4891          -            164    0.0095   12.9   0.0   1   1   3.6e-05     0.019   11.9   0.0    68    89   191   212   169   233 0.72 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/saccharomycetes_odb10/hmms/28663at4891.hmm
# Target file:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas
# Option settings: hmmsearch --domtblout /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/run_saccharomycetes_odb10/hmmer_output/initial_run_results/28663at4891.out --cpu 1 /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/saccharomycetes_odb10/hmms/28663at4891.hmm /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas 
# Current dir:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass
# Date:            Fri Feb 24 14:25:09 2023
# [ok]
