#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ctg000001_P:362015-363553   -            513 671536at2759         -            369  1.2e-122  405.0   6.9   1   3   1.4e-18     8e-17   56.8   0.9     3    96    26   138    24   153 0.80 -
ctg000001_P:362015-363553   -            513 671536at2759         -            369  1.2e-122  405.0   6.9   2   3  3.2e-104  1.8e-102  338.6   0.1    95   358   180   474   167   480 0.91 -
ctg000001_P:362015-363553   -            513 671536at2759         -            369  1.2e-122  405.0   6.9   3   3   9.1e-05    0.0052   11.3   0.0   352   368   492   508   480   509 0.88 -
ctg000010_P:144585-145991   -            294 671536at2759         -            369   4.2e-72  238.7   0.0   1   1   9.5e-74   5.4e-72  238.3   0.0   131   354    43   277    33   282 0.90 -
ctg000000_P:220106-220954   -            283 671536at2759         -            369   2.5e-69  229.6   0.2   1   1   5.2e-71     3e-69  229.3   0.2   141   366    27   264    11   267 0.88 -
ctg000000_P:124327-125211   -            295 671536at2759         -            369   6.5e-69  228.2   0.2   1   1   1.3e-70   7.7e-69  228.0   0.2   141   366    39   276    20   279 0.88 -
ctg000000_P:584217-585137   -            307 671536at2759         -            369   1.4e-65  217.3   0.1   1   1   3.1e-67   1.8e-65  216.9   0.1   140   355    45   272     4   279 0.86 -
ctg000005_P:733027-733935   -            303 671536at2759         -            369   2.9e-63  209.6   0.2   1   1   6.7e-65   3.8e-63  209.2   0.2   129   354    47   283    38   289 0.89 -
ctg000006_P:222976-223845   -            290 671536at2759         -            369   1.8e-59  197.2   0.0   1   1     4e-61   2.3e-59  196.8   0.0   128   354    42   279    30   283 0.89 -
ctg000000_P:1316344-1317237 -            298 671536at2759         -            369     2e-59  197.0   0.1   1   1   4.5e-61   2.6e-59  196.6   0.1   131   354    48   282    34   286 0.89 -
ctg000008_P:90681-91574     -            298 671536at2759         -            369   3.9e-59  196.0   0.6   1   1   3.3e-60   1.9e-58  193.8   0.6   133   355    37   283    24   290 0.83 -
ctg000000_P:370249-371103   -            285 671536at2759         -            369   1.2e-57  191.2   0.1   1   1   2.6e-59   1.5e-57  190.9   0.1   139   355    40   270     6   279 0.85 -
ctg000006_P:155453-156586   -            378 671536at2759         -            369     1e-55  184.8   0.3   1   2   1.3e-45   7.3e-44  145.8   0.1   135   284    65   221    29   226 0.85 -
ctg000006_P:155453-156586   -            378 671536at2759         -            369     1e-55  184.8   0.3   2   2   1.2e-12   6.9e-11   37.3   0.0   288   356   260   334   235   346 0.88 -
ctg000003_P:969081-969914   -            278 671536at2759         -            369   4.4e-45  149.8   0.5   1   1   1.8e-45     1e-43  145.3   0.5   155   356     1   234     1   246 0.82 -
ctg000002_P:746875-747345   -            157 671536at2759         -            369   2.2e-09   32.3   1.4   1   1   4.5e-11   2.6e-09   32.1   1.4     7    62    21    82    14   130 0.79 -
ctg000011_P:220042-220428   -            129 671536at2759         -            369    0.0032   12.0   0.1   1   1   7.2e-05    0.0041   11.7   0.1     3    58    49   115    34   126 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/eukaryota_odb10/hmms/671536at2759.hmm
# Target file:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas
# Option settings: hmmsearch --domtblout /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/auto_lineage/run_eukaryota_odb10/hmmer_output/initial_run_results/671536at2759.out --cpu 1 /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/eukaryota_odb10/hmms/671536at2759.hmm /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas 
# Current dir:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass
# Date:            Fri Feb 24 11:50:57 2023
# [ok]
