#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ctg000008_P:598194-602129 -           1312 179362at2759         -            938  6.3e-210  695.2 159.2   1   5   6.2e-97   5.5e-95  314.8   8.6     1   254     7   285     7   293 0.86 -
ctg000008_P:598194-602129 -           1312 179362at2759         -            938  6.3e-210  695.2 159.2   2   5   1.8e-05    0.0016   12.1  35.7   167   449   275   553   269   559 0.78 -
ctg000008_P:598194-602129 -           1312 179362at2759         -            938  6.3e-210  695.2 159.2   3   5   2.2e-05     0.002   11.8  76.9   288   727   501   963   495   978 0.48 -
ctg000008_P:598194-602129 -           1312 179362at2759         -            938  6.3e-210  695.2 159.2   4   5   4.5e-06    0.0004   14.1  16.8   657   746   979  1068   974  1082 0.87 -
ctg000008_P:598194-602129 -           1312 179362at2759         -            938  6.3e-210  695.2 159.2   5   5  1.1e-108  9.9e-107  353.7   9.7   714   938  1062  1295  1059  1295 0.89 -
ctg000003_P:608271-609866 -            532 179362at2759         -            938     1e-12   42.6   5.0   1   4    0.0091      0.81    3.2   0.0    25    40    22    37    22    59 0.81 -
ctg000003_P:608271-609866 -            532 179362at2759         -            938     1e-12   42.6   5.0   2   4   3.6e-06   0.00032   14.4   0.2   864   901   112   149   111   174 0.86 -
ctg000003_P:608271-609866 -            532 179362at2759         -            938     1e-12   42.6   5.0   3   4   5.8e-05    0.0051   10.5   0.2    25    59   260   290   244   301 0.88 -
ctg000003_P:608271-609866 -            532 179362at2759         -            938     1e-12   42.6   5.0   4   4   9.6e-06   0.00085   13.0   0.0   877   929   478   523   460   529 0.86 -
ctg000005_P:818382-819323 -            314 179362at2759         -            938   2.7e-06   21.3   3.8   1   3     0.038       3.4    1.1   0.0    25    40    33    48    33    73 0.84 -
ctg000005_P:818382-819323 -            314 179362at2759         -            938   2.7e-06   21.3   3.8   2   3   6.2e-06   0.00055   13.7   0.2   865   930   127   186   125   193 0.79 -
ctg000005_P:818382-819323 -            314 179362at2759         -            938   2.7e-06   21.3   3.8   3   3    0.0012       0.1    6.1   0.2    26    54   276   300   274   305 0.85 -
ctg000010_P:353053-354615 -            521 179362at2759         -            938   6.9e-06   20.0  16.3   1   5     0.028       2.5    1.5   0.0    25    40    32    47    32    57 0.76 -
ctg000010_P:353053-354615 -            521 179362at2759         -            938   6.9e-06   20.0  16.3   2   5     0.001     0.088    6.4   0.1   864   900   154   190   153   208 0.85 -
ctg000010_P:353053-354615 -            521 179362at2759         -            938   6.9e-06   20.0  16.3   3   5     0.036       3.2    1.2   3.1   566   631   217   282   200   290 0.48 -
ctg000010_P:353053-354615 -            521 179362at2759         -            938   6.9e-06   20.0  16.3   4   5     0.002      0.18    5.3   0.1    25    54   346   371   344   379 0.87 -
ctg000010_P:353053-354615 -            521 179362at2759         -            938   6.9e-06   20.0  16.3   5   5   3.9e-05    0.0035   11.0   0.1   877   926   456   498   452   507 0.76 -
ctg000000_P:613964-615283 -            440 179362at2759         -            938     0.037    7.6   1.9   1   2      0.27        24   -1.7   0.4    25    43     6    21     6    31 0.72 -
ctg000000_P:613964-615283 -            440 179362at2759         -            938     0.037    7.6   1.9   2   2   0.00052     0.046    7.3   0.1    24    40   280   296   275   308 0.83 -
ctg000002_P:831164-832312 -            383 179362at2759         -            938     0.085    6.4  37.8   1   2    0.0022      0.19    5.3   0.3    22    38     8    24     2    36 0.81 -
ctg000002_P:831164-832312 -            383 179362at2759         -            938     0.085    6.4  37.8   2   2    0.0042      0.38    4.3  31.2   436   744    76   381    57   383 0.78 -
ctg000022_P:305873-308392 -            840 179362at2759         -            938     0.097    6.2  68.4   1   3   0.00092     0.082    6.5  11.9   308   425    42   154     2   182 0.53 -
ctg000022_P:305873-308392 -            840 179362at2759         -            938     0.097    6.2  68.4   2   3    0.0023       0.2    5.2  18.7   633   773   326   466   313   497 0.65 -
ctg000022_P:305873-308392 -            840 179362at2759         -            938     0.097    6.2  68.4   3   3    0.0087      0.77    3.2  24.0   517   694   502   677   476   696 0.73 -
ctg000003_P:855426-858506 -           1027 179362at2759         -            938      0.12    5.9  89.3   1   4    0.0036      0.32    4.5   0.0    21    42    24    45     8    81 0.75 -
ctg000003_P:855426-858506 -           1027 179362at2759         -            938      0.12    5.9  89.3   2   4    0.0045       0.4    4.2  22.9   572   750   172   352   145   354 0.64 -
ctg000003_P:855426-858506 -           1027 179362at2759         -            938      0.12    5.9  89.3   3   4     0.093       8.3   -0.2  37.8   303   783   628   879   597   884 0.44 -
ctg000003_P:855426-858506 -           1027 179362at2759         -            938      0.12    5.9  89.3   4   4     0.023         2    1.9  17.4   175   320   742   886   740   939 0.54 -
ctg000013_P:106272-107846 -            525 179362at2759         -            938       4.4    0.8  32.5   1   6       0.1       9.2   -0.3   0.1    25    40    19    34    18    37 0.88 -
ctg000013_P:106272-107846 -            525 179362at2759         -            938       4.4    0.8  32.5   2   6    0.0093      0.82    3.2   4.1   564   630    69   135    28   141 0.69 -
ctg000013_P:106272-107846 -            525 179362at2759         -            938       4.4    0.8  32.5   3   6   0.00079      0.07    6.7   0.1   864   926   164   219   163   232 0.77 -
ctg000013_P:106272-107846 -            525 179362at2759         -            938       4.4    0.8  32.5   4   6       0.2        18   -1.3   2.2   683   727   247   292   228   297 0.53 -
ctg000013_P:106272-107846 -            525 179362at2759         -            938       4.4    0.8  32.5   5   6    0.0034       0.3    4.6   0.1    25    36   352   363   350   371 0.87 -
ctg000013_P:106272-107846 -            525 179362at2759         -            938       4.4    0.8  32.5   6   6    0.0048      0.43    4.1   0.3   864   901   447   484   446   486 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/eukaryota_odb10/hmms/179362at2759.hmm
# Target file:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas
# Option settings: hmmsearch --domtblout /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/auto_lineage/run_eukaryota_odb10/hmmer_output/initial_run_results/179362at2759.out --cpu 1 /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_downloads/lineages/eukaryota_odb10/hmms/179362at2759.hmm /Users/dominiquefastus/DeNovoProj/BUSCO_ass/busco_out/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/asm_ctgs_m.fa.modified.fas 
# Current dir:     /Users/dominiquefastus/DeNovoProj/BUSCO_ass
# Date:            Fri Feb 24 11:50:38 2023
# [ok]
