#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ctg000007_P:378296-382657   -           1454 1312453at2759        -            678  5.5e-156  516.2  35.4   1   5   3.9e-89   2.5e-88  292.7   5.8     6   252    26   319    23   334 0.86 -
ctg000007_P:378296-382657   -           1454 1312453at2759        -            678  5.5e-156  516.2  35.4   2   5   3.1e-18     2e-17   58.4   7.9   230   399   393   588   384   588 0.78 -
ctg000007_P:378296-382657   -           1454 1312453at2759        -            678  5.5e-156  516.2  35.4   3   5   1.8e-44   1.1e-43  145.1   4.5   360   518   571   739   567   796 0.85 -
ctg000007_P:378296-382657   -           1454 1312453at2759        -            678  5.5e-156  516.2  35.4   4   5   6.3e-08     4e-07   24.3   0.0   542   631  1056  1159  1039  1167 0.79 -
ctg000007_P:378296-382657   -           1454 1312453at2759        -            678  5.5e-156  516.2  35.4   5   5     0.024      0.15    5.9   0.1   599   669  1184  1265  1162  1274 0.72 -
ctg000000_P:1413430-1414245 -            272 1312453at2759        -            678   3.5e-15   50.9   0.1   1   1   6.3e-16     4e-15   50.7   0.1    75   233    94   267    30   271 0.75 -
ctg000001_P:523872-524474   -            201 1312453at2759        -            678   2.1e-14   48.3   0.1   1   2   1.5e-12   9.7e-12   39.5   0.0    84   184     7   112     1   120 0.85 -
ctg000001_P:523872-524474   -            201 1312453at2759        -            678   2.1e-14   48.3   0.1   2   2     0.011     0.067    7.0   0.0   205   230   171   196   164   199 0.89 -
ctg000000_P:1392884-1393654 -            257 1312453at2759        -            678   3.7e-14   47.5   0.0   1   1   8.4e-15   5.3e-14   47.0   0.0    40   233    54   252    14   254 0.81 -
ctg000009_P:256306-257172   -            289 1312453at2759        -            678   5.1e-14   47.1   0.0   1   1   1.9e-14   1.2e-13   45.9   0.0    34   230    85   286    71   288 0.81 -
ctg000006_P:524483-524947   -            155 1312453at2759        -            678   9.3e-14   46.2   0.2   1   1     2e-14   1.2e-13   45.8   0.2    60   177    30   153     5   155 0.78 -
ctg000011_P:396753-397694   -            314 1312453at2759        -            678   7.3e-13   43.3   0.0   1   2   1.1e-11     7e-11   36.7   0.0    78   185   103   212    93   227 0.87 -
ctg000011_P:396753-397694   -            314 1312453at2759        -            678   7.3e-13   43.3   0.0   2   2     0.067      0.42    4.4   0.0   207   230   270   293   264   297 0.89 -
ctg000002_P:961803-962633   -            277 1312453at2759        -            678     2e-12   41.8   0.5   1   1   3.8e-13   2.4e-12   41.6   0.5    47   233    63   265    20   271 0.74 -
ctg000007_P:613767-614474   -            236 1312453at2759        -            678   4.1e-12   40.8   0.0   1   2   2.4e-11   1.5e-10   35.6   0.0    72   184     5   124     1   130 0.77 -
ctg000007_P:613767-614474   -            236 1312453at2759        -            678   4.1e-12   40.8   0.0   2   2      0.16         1    3.1   0.0   208   230   185   207   178   214 0.90 -
ctg000003_P:821461-821946   -            162 1312453at2759        -            678   6.8e-12   40.0   0.0   1   1   2.1e-12   1.3e-11   39.1   0.0    87   229     5   153     2   157 0.76 -
ctg000000_P:313817-314296   -            160 1312453at2759        -            678   2.1e-11   38.4   0.2   1   1   4.1e-12   2.6e-11   38.1   0.2    61   184    31   159    14   160 0.74 -
ctg000011_P:245623-246183   -            187 1312453at2759        -            678   3.4e-11   37.7   0.1   1   1     2e-11   1.3e-10   35.8   0.1    86   231    26   176     8   180 0.77 -
ctg000005_P:679217-680017   -            267 1312453at2759        -            678   5.8e-11   37.0   0.0   1   1   9.5e-11     6e-10   33.6   0.0    39   229    47   261    11   264 0.75 -
ctg000005_P:675694-676578   -            295 1312453at2759        -            678     6e-11   36.9   7.5   1   4    0.0019     0.012    9.5   0.4   573   598    11    38     5    52 0.71 -
